WordA	WordB	Cossim
knee	ferry	0.04180335191660034
glasses	spindle	0.048858914576050516
stocking	hatchet	0.0713844490349318
tofu	ant	0.07556848787956494
ash	anteater	0.024855551568767065
penis	sandbox	0.08324165723093802
lip	honeybee	0.07708354249031968
canteen	dinosaur	0.06605787740384939
island	microscope	0.029590687602543353
fossil	lemonade	0.039815147499659864
