WordA	WordB	Cossim
bath	longbow	-0.02064611354496937
mushroom	motorway	-0.013162217004131449
crocodile	engine	-0.015363823625973216
beehive	card	-0.05184349759280393
raincoat	asteroid	-0.01283678676402955
sofa	seabird	-0.029820020586624585
arms	optometrist	-0.011128357361252172
kitchen	motorcar	-0.04317891799469975
mop	text	-0.07247738864366471
freezer	blackbird	-0.010292162893752677
