WordA	WordB	Cossim
particularly	especially	0.8981802757846513
just	actually	0.8336259819386296
though	because	0.8760048588904513
essentially	basically	0.8648489311874158
ever	never	0.8425686606748025
if	else	0.8319552049800947
which	that	0.8322352930433049
extraordinarily	astonishingly	0.862959720392006
could	would	0.9242921338916503
therefore	hence	0.8498289525016435
