WordA	WordB	Cossim
unnatural	informative	0.08703128364733304
preposterous	until	0.0821154424806847
reputation	fated	0.09881585718576869
whereto	introspective	0.0005699287677687348
thereafter	delusional	0.09946496263381965
ought	indicatively	0.012221878721387025
unjustified	wow	0.03577204234014486
purpose	hereupon	0.08939900072420803
intimately	austerity	0.09146348660404024
amiss	specifically	0.10108620038614768
