WordA	WordB	Cossim
concerning	pertaining	0.8062139751775619
theoretical	theory	0.7486040064648353
meant	although	0.7145639660482919
believe	imagine	0.7190237452798166
unfortunately	frankly	0.7471116119201486
terribly	admittedly	0.7291139783807843
faith	belief	0.8045898301416696
seemingly	albeit	0.7134366207053437
good	very	0.7988241553113365
vitally	imperative	0.7267280655365147
